Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
Uridine Diphosphate-N-Acetylgalactosamine,LFTYTUAZOPRMMI-UHFFFAOYSA-N,MSMLS 12,607.08157,C17H27N3O17P2,608.0888514,625.1153914,630.0707914
4-Guanidinobutyric Acid,TUHVEAJXIMEOSA-UHFFFAOYSA-N,MSMLS 13,145.08513,C5H11N3O2,146.0924076,163.1189476,168.0743476
Cytidine Diphosphate,ZWIADYZPOWUWEW-XVFCMESISA-N,MSMLS 13,403.01818,C9H15N3O11P2,404.0254633,421.0520033,426.0074033
Cytochrome C,WFVBWSTZNVJEAY-UHFFFAOYSA-L,MSMLS 13,884.28006,C42H52FeN8O6S2,885.2873411,902.3138811,907.2692811
Deoxyribose,ZVQAVWAHRUNNPG-LMVFSUKVSA-N,MSMLS 13,134.05791,C5H10O4,135.0651898,152.0917298,157.0471298
D-Mannosamine,MSWZFWKMSRAUBD-CBPJZXOFSA-N,MSMLS 13,179.07937,C6H13NO5,180.0866535,197.1131935,202.0685935
Ethyl 3-Ureidopropionate,BYCFJYNUBNQNIY-UHFFFAOYSA-N,MSMLS 13,160.08479,C6H12N2O3,161.0920733,178.1186133,183.0740133
Glyoxylic acid,HHLFWLYXYJOTON-UHFFFAOYSA-N,MSMLS 13,74.00039,C2H2O3,75.00767492,92.03421492,96.98961492
Guanosine Monophosphate,RQFCJASXJCIDSX-UUOKFMHZSA-N,MSMLS 13,363.058,C10H14N5O8P,364.0652804,381.0918204,386.0472204
Histamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,MSMLS 13,111.07965,C5H9N3,112.0869283,129.1134683,134.0688683
Hydroxypyruvic acid,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,MSMLS 13,104.01096,C3H4O4,105.0182396,122.0447796,127.0001796
Indoxyl Sulfate,BXFFHSIDQOFMLE-UHFFFAOYSA-N,MSMLS 13,213.00958,C8H7NO4S,214.0168599,231.0433999,235.9987999
"N,N-Dimethylarginine",YDGMGEXADBMOMJ-LURJTMIESA-N,MSMLS 13,202.14298,C8H18N4O2,203.1502568,220.1767968,225.1321968
N-Acetylalanine,KTHDTJVBEPMMGL-VKHMYHEASA-N,MSMLS 13,131.05824,C5H9NO3,132.0655242,149.0920642,154.0474642
Phytic acid,IMQLKJBTEOYOSI-GPIVLXJGSA-N,MSMLS 13,659.86137,C6H18O24P6,660.8686544,677.8951944,682.8505944
Selenocystamine,QNGIKJLVQNCRRC-UHFFFAOYSA-N,MSMLS 13,247.93309,C4H12N2Se2,248.940373,265.966913,270.922313
S-Hexyl-Glutathione,HXJDWCWJDCOHDG-RYUDHWBXSA-N,MSMLS 13,391.17771,C16H29N3O6S,392.1849878,409.2115278,414.1669278
Thiamine Monophosphate,HZSAJDVWZRBGIF-UHFFFAOYSA-N,MSMLS 13,344.07081,C12H17N4O4PS,345.0780942,362.1046342,367.0600342
"2,4-Dihydroxypyrimidine-5-Carboxylic Acid",ZXYAAVBXHKCJJB-UHFFFAOYSA-N,MSMLS 13,156.01711,C5H4N2O4,157.0243876,174.0509276,179.0063276
Uridine Diphosphate Glucuronic Acid,HDYANYHVCAPMJV-LXQIFKJMSA-N,MSMLS 13,580.03429,C15H22N2O18P2,581.0415669,598.0681069,603.0235069
Uridine Diphosphate-N-Acetylglucosamine,LFTYTUAZOPRMMI-CFRASDGPSA-N,MSMLS 13,607.08157,C17H27N3O17P2,608.0888514,625.1153914,630.0707914
"2,4-Dihydroxypteridine (Lumazine)",UYEUUXMDVNYCAM-UHFFFAOYSA-N,MSMLS 14,164.03343,C6H4N4O2,165.0407064,182.0672464,187.0226464
2-Aminoisobutyric acid,FUOOLUPWFVMBKG-UHFFFAOYSA-N,MSMLS 14,103.06333,C4H9NO2,104.0706095,121.0971495,126.0525495
5-Aminopentanoic acid,JJMDCOVWQOJGCB-UHFFFAOYSA-N,MSMLS 14,117.07898,C5H11NO2,118.0862596,135.1127996,140.0681996
6-Hydroxynicotinic acid,BLHCMGRVFXRYRN-UHFFFAOYSA-N,MSMLS 14,139.02694,C6H5NO3,140.034224,157.060764,162.016164
Aniline-2-Sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,MSMLS 14,173.01466,C6H7NO3S,174.0219453,191.0484853,196.0038853
Deoxyadenosine,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,MSMLS 14,251.10184,C10H13N5O3,252.1091203,269.1356603,274.0910603
Histidinol,ZQISRDCJNBUVMM-YFKPBYRVSA-N,MSMLS 14,141.09021,C6H11N3O,142.097493,159.124033,164.079433
Inosine-Monophosphate,GRSZFWQUAKGDAV-KQYNXXCUSA-N,MSMLS 14,348.0471,C10H13N4O8P,349.0543814,366.0809214,371.0363214
N-Acetylcysteine,PWKSKIMOESPYIA-BYPYZUCNSA-N,MSMLS 14,163.03031,C5H9NO3S,164.0375953,181.0641353,186.0195353
N-Acetylgalactosamine,OVRNDRQMDRJTHS-JAJWTYFOSA-N,MSMLS 14,221.08994,C8H15NO6,222.0972182,239.1237582,244.0791582
N-Acetylglutamic acid,RFMMMVDNIPUKGG-YFKPBYRVSA-N,MSMLS 14,189.06372,C7H11NO5,190.0710035,207.0975435,212.0529435
N-Acetylputrescine,KLZGKIDSEJWEDW-UHFFFAOYSA-N,MSMLS 14,130.11061,C6H14N2O,131.1178941,148.1444341,153.0998341
N-Formylglycine,UGJBHEZMOKVTIM-UHFFFAOYSA-N,MSMLS 14,103.02694,C3H5NO3,104.034224,121.060764,126.016164
Norleucine,LRQKBLKVPFOOQJ-YFKPBYRVSA-N,MSMLS 14,131.09463,C6H13NO2,132.1019097,149.1284497,154.0838497
Pantothenic acid,GHOKWGTUZJEAQD-ZETCQYMHSA-N,MSMLS 14,219.11067,C9H17NO5,220.1179537,237.1444937,242.0998937
Rhamnose,SHZGCJCMOBCMKK-HGVZOGFYSA-N,MSMLS 14,164.06847,C6H12O5,165.0757545,182.1022945,187.0576945
S-Carboxymethylcysteine,GBFLZEXEOZUWRN-VKHMYHEASA-N,MSMLS 14,179.02523,C5H9NO4S,180.0325099,197.0590499,202.0144499
Thiamine Pyrophosphate,AYEKOFBPNLCAJY-UHFFFAOYSA-O,MSMLS 14,425.04442,C12H19N4O7P2S,426.0522501,443.0787901,448.0341901
Thymidine-Monophosphate,GYOZYWVXFNDGLU-XLPZGREQSA-N,MSMLS 14,322.0566,C10H15N2O8P,323.0638834,340.0904234,345.0458234
Ureidopropionic acid,JSJWCHRYRHKBBW-UHFFFAOYSA-N,MSMLS 14,132.05349,C4H8N2O3,133.0607731,150.0873131,155.0427131
2-Acetamido-2-Deoxy-Beta-D-Glucosylamine,MCGXOCXFFNKASF-FMDGEEDCSA-N,MSMLS 15,220.10592,C8H16N2O5,221.1132026,238.1397426,243.0951426
3-Hydroxybutanoic acid,WHBMMWSBFZVSSR-UHFFFAOYSA-N,MSMLS 15,104.04734,C4H8O3,105.0546251,122.0811651,127.0365651
3-Methoxytyrosine,PFDUUKDQEHURQC-UHFFFAOYSA-N,MSMLS 15,211.08446,C10H13NO4,212.0917389,229.1182789,234.0736789
3-Methylhistamine,CPAGZVLINCPJEH-UHFFFAOYSA-N,MSMLS 15,125.0953,C6H11N3,126.1025784,143.1291184,148.0845184
4-Imidazoleacetic acid,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,MSMLS 15,126.04293,C5H6N2O2,127.0502084,144.0767484,149.0321484
Adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,MSMLS 15,267.09675,C10H13N5O4,268.1040349,285.1305749,290.0859749
Adenosine Triphosphate,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,MSMLS 15,506.99575,C10H16N5O13P3,508.0030276,525.0295676,529.9849676
Cis-4-Hydroxy-D-Proline,PMMYEEVYMWASQN-QWWZWVQMSA-N,MSMLS 15,131.05824,C5H9NO3,132.0655242,149.0920642,154.0474642
Cyclic Amp,IVOMOUWHDPKRLL-KQYNXXCUSA-N,MSMLS 15,329.05252,C10H12N5O6P,330.0598011,347.0863411,352.0417411
Cytidine Triphosphate,PCDQPRRSZKQHHS-XVFCMESISA-N,MSMLS 15,482.98451,C9H16N3O14P3,483.9917942,501.0183342,505.9737342
Galacturonic acid,AEMOLEFTQBMNLQ-YMDCURPLSA-N,MSMLS 15,194.04265,C6H10O7,195.0499337,212.0764737,217.0318737
Glucosamine 6-Sulfate,MTDHILKWIRSIHB-QZABAPFNSA-N,MSMLS 15,259.03619,C6H13NO8S,260.0434686,277.0700086,282.0254086
Lactose,GUBGYTABKSRVRQ-DCSYEGIMSA-N,MSMLS 15,342.11621,C12H22O11,343.1234925,360.1500325,365.1054325
Maleamic acid,FSQQTNAZHBEJLS-UPHRSURJSA-N,MSMLS 15,115.02694,C4H5NO3,116.034224,133.060764,138.016164
Meso-Tartrate,FEWJPZIEWOKRBE-XIXRPRMCSA-N,MSMLS 15,150.01644,C4H6O6,151.0237189,168.0502589,173.0056589
Methionine Sulfoximine,SXTAYKAGBXMACB-UHFFFAOYSA-N,MSMLS 15,180.05686,C5H12N2O3S,181.0641444,198.0906844,203.0460844
N1-Acetylspermine,GUNURVWAJRRUAV-UHFFFAOYSA-N,MSMLS 15,244.22631,C12H28N4O,245.2335925,262.2601325,267.2155325
Nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-N,MSMLS 15,745.0911,C21H30N7O17P3,746.0983845,763.1249245,768.0803245
Raffinose,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,MSMLS 15,504.16903,C18H32O16,505.1763159,522.2028559,527.1582559
Saccharic acid,DSLZVSRJTYRBFB-LLEIAEIESA-N,MSMLS 15,210.03757,C6H10O8,211.0448483,228.0713883,233.0267883
2-Methoxyethanol,XNWFRZJHXBZDAG-UHFFFAOYSA-N,MSMLS 16,76.05243,C3H8O2,77.0597105,94.0862505,99.0416505
5-Hydroxylysine,YSMODUONRAFBET-UHNVWZDZSA-N,MSMLS 16,162.10044,C6H14N2O3,163.1077233,180.1342633,185.0896633
5-Hydroxytryptophan,LDCYZAJDBXYCGN-VIFPVBQESA-N,MSMLS 16,220.08479,C11H12N2O3,221.0920733,238.1186133,243.0740133
Acetylcholine,OIPILFWXSMYKGL-UHFFFAOYSA-N,MSMLS 16,146.11756,C7H16NO2,147.1253848,164.1519248,169.1073248
Adenosine Diphosphate Ribose,SRNWOUGRCWSEMX-TYASJMOZSA-L,MSMLS 16,557.05712,C15H21N5O14P2,558.0633054,575.0898454,580.0452454
Allothreonine,AYFVYJQAPQTCCC-PWNYCUMCSA-N,MSMLS 16,119.05824,C4H9NO3,120.0655242,137.0920642,142.0474642
Anserine,MYYIAHXIVFADCU-QMMMGPOBSA-N,MSMLS 16,240.12224,C10H16N4O3,241.1295214,258.1560614,263.1114614
Biliverdin,QBUVFDKTZJNUPP-BBROENKCSA-N,MSMLS 16,582.24783,C33H34N4O6,583.2551158,600.2816558,605.2370558
Choline,OEYIOHPDSNJKLS-UHFFFAOYSA-N,MSMLS 16,104.10699,C5H14NO,105.1148201,122.1413601,127.0967601
Citramalic acid,XFTRTWQBIOMVPK-UHFFFAOYSA-N,MSMLS 16,148.03717,C5H8O5,149.0444544,166.0709944,171.0263944
Cysteamine,UFULAYFCSOUIOV-UHFFFAOYSA-N,MSMLS 16,77.02992,C2H7NS,78.0372014,95.0637414,100.0191414
D-Alanine,QNAYBMKLOCPYGJ-REOHCLBHSA-N,MSMLS 16,89.04768,C3H7NO2,90.05495947,107.0814995,112.0368995
Guanidinosuccinic acid,VVHOUVWJCQOYGG-REOHCLBHSA-N,MSMLS 16,175.05931,C5H9N3O4,176.0665868,193.0931268,198.0485268
Histidine,HNDVDQJCIGZPNO-YFKPBYRVSA-N,MSMLS 16,155.06948,C6H9N3O2,156.0767575,173.1032975,178.0586975
Methyl 4-Aminobutyric acid,AOKCDAVWJLOAHG-FIBGUPNXSA-N,MSMLS 16,117.07898,C5H11NO2,118.0862596,135.1127996,140.0681996
N-Formyl-L-Methionine,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,MSMLS 16,177.04596,C6H11NO3S,178.0532454,195.0797854,200.0351854
Oxalic acid,MUBZPKHOEPUJKR-UHFFFAOYSA-N,MSMLS 16,89.99531,C2H2O4,91.00258954,108.0291295,112.9845295
Phosphocreatine,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,MSMLS 16,211.03581,C4H10N3O5P,212.0430884,229.0696284,234.0250284
Spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,MSMLS 16,145.1579,C7H19N3,146.1651786,163.1917186,168.1471186
Theobromine,YAPQBXQYLJRXSA-UHFFFAOYSA-N,MSMLS 16,180.06473,C7H8N4O2,181.0720065,198.0985465,203.0539465
"2,3-Butanediol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,MSMLS 17,90.06808,C4H10O2,91.07536056,108.1019006,113.0573006
"2,5-Dimethylpyrazine",LCZUOKDVTBMCMX-UHFFFAOYSA-N,MSMLS 17,108.06875,C6H8N2,109.0760293,126.1025693,131.0579693
2-Hydroxybutyric acid,AFENDNXGAFYKQO-UHFFFAOYSA-N,MSMLS 17,104.04734,C4H8O3,105.0546251,122.0811651,127.0365651
"Dl-3,4-Dihydroxyphenyl Glycol",MTVWFVDWRVYDOR-UHFFFAOYSA-N,MSMLS 17,170.05791,C8H10O4,171.0651898,188.0917298,193.0471298
Cadaverine,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,MSMLS 17,102.1157,C5H14N2,103.1229795,120.1495195,125.1049195
Cdp-Ethanolamine,WVIMUEUQJFPNDK-PEBGCTIMSA-N,MSMLS 17,446.06038,C11H20N4O11P2,447.0676625,464.0942025,469.0496025
Coenzyme A,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,MSMLS 17,767.11521,C21H36N7O16P3S,768.1224913,785.1490313,790.1044313
Deoxyadenosine Triphosphate,SUYVUBYJARFZHO-RRKCRQDMSA-N,MSMLS 17,491.00083,C10H16N5O12P3,492.008113,509.034653,513.990053
Deoxycytidine-Diphosphate,FTDHDKPUHBLBTL-SHYZEUOFSA-N,MSMLS 17,387.02327,C9H15N3O10P2,388.0305487,405.0570887,410.0124887
D-Ribose 5-Phosphate,PPQRONHOSHZGFQ-LMVFSUKVSA-N,MSMLS 17,230.01915,C5H11O8P,231.0264353,248.0529753,253.0083753
Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,MSMLS 17,183.08954,C9H13NO3,184.0968243,201.1233643,206.0787643
Galactosamine,MSWZFWKMSRAUBD-GASJEMHNSA-N,MSMLS 17,179.07937,C6H13NO5,180.0866535,197.1131935,202.0685935
Glycerol 3-Phosphate,AWUCVROLDVIAJX-UHFFFAOYSA-N,MSMLS 17,172.01367,C3H9O6P,173.020956,190.047496,195.002896
Hydroxykynurenine,VCKPUUFAIGNJHC-UHFFFAOYSA-N,MSMLS 17,224.07971,C10H12N2O4,225.0869879,242.1135279,247.0689279
Inosine Triphosphate,HAEJPQIATWHALX-KQYNXXCUSA-N,MSMLS 17,507.97976,C10H15N4O14P3,508.9870432,526.0135832,530.9689832
Mesoxalic acid,XEEVLJKYYUVTRC-UHFFFAOYSA-N,MSMLS 17,117.99022,C3H2O5,118.9975042,136.0240442,140.9794442
Ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,MSMLS 17,289.12739,C11H19N3O6,290.1346663,307.1612063,312.1166063
Oxalomalic acid,YILAUJBAPQXZGM-UHFFFAOYSA-K,MSMLS 17,202.98444,C6H3O8,203.9900731,221.0166131,225.9720131
Stachyose,UQZIYBXSHAGNOE-XNSRJBNMSA-N,MSMLS 17,666.22186,C24H42O21,667.2291394,684.2556794,689.2110794
Trigonelline,WWNNZCOKKKDOPX-UHFFFAOYSA-N,MSMLS 17,137.04768,C7H7NO2,138.0549595,155.0814995,160.0368995
2-Methylpropanal,AMIMRNSIRUDHCM-UHFFFAOYSA-N,MSMLS 18,72.05751,C4H8O,73.06479588,90.09133588,95.04673588
3-Hydroxybenzaldehyde,IAVREABSGIHHMO-UHFFFAOYSA-N,MSMLS 18,122.03678,C7H6O2,123.0440604,140.0706004,145.0260004
4-Hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,MSMLS 18,138.03169,C7H6O3,139.0389751,156.0655151,161.0209151
4-Hydroxy-L-Phenylglycine,LJCWONGJFPCTTL-ZETCQYMHSA-N,MSMLS 18,167.05824,C8H9NO3,168.0655242,185.0920642,190.0474642
Cortisol,JYGXADMDTFJGBT-VWUMJDOOSA-N,MSMLS 18,362.20932,C21H30O5,363.2166051,380.2431451,385.1985451
Cyanocobalamin,FDJOLVPMNUYSCM-WZHZPDAFSA-L,MSMLS 18,1354.5674,C63H88CoN14O14P,1355.574681,1372.601221,1377.556621
Gluconolactone,PHOQVHQSTUBQQK-SQOUGZDYSA-N,MSMLS 18,178.04774,C6H10O6,179.055019,196.081559,201.036959
Indoxyl Β-Glucoside,XVARCVCWNFACQC-RQICVUQASA-N,MSMLS 18,295.10559,C14H17NO6,296.1128683,313.1394083,318.0948083
Isobutyric acid,KQNPFQTWMSNSAP-UHFFFAOYSA-N,MSMLS 18,88.05243,C4H8O2,89.0597105,106.0862505,111.0416505
Maleic acid,VZCYOOQTPOCHFL-UPHRSURJSA-N,MSMLS 18,116.01096,C4H4O4,117.0182396,134.0447796,139.0001796
Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,MSMLS 18,232.12118,C13H16N2O2,233.1284588,250.1549988,255.1103988
Methyglutaric acid,XJMMNTGIMDZPMU-UHFFFAOYSA-N,MSMLS 18,146.05791,C6H10O4,147.0651898,164.0917298,169.0471298
Monoethylmalonic acid,HGINADPHJQTSKN-UHFFFAOYSA-N,MSMLS 18,132.04226,C5H8O4,133.0495397,150.0760797,155.0314797
N-Acetylserine,JJIHLJJYMXLCOY-BYPYZUCNSA-N,MSMLS 18,147.05316,C5H9NO4,148.0604388,165.0869788,170.0423788
Prenol,ASUAYTHWZCLXAN-UHFFFAOYSA-N,MSMLS 18,86.07316,C5H10O,87.08044594,104.1069859,109.0623859
Sorbic acid,WSWCOQWTEOXDQX-MQQKCMAXSA-N,MSMLS 18,112.05243,C6H8O2,113.0597105,130.0862505,135.0416505
Trimethylamine,GETQZCLCWQTVFV-UHFFFAOYSA-N,MSMLS 18,59.0735,C3H9N,60.08078029,77.10732029,82.06272029
Tyramine,DZGWFCGJZKJUFP-UHFFFAOYSA-N,MSMLS 18,137.08406,C8H11NO,138.091345,155.117885,160.073285
Uridine 5'-Diphosphate,XCCTYIAWTASOJW-XVFCMESISA-N,MSMLS 18,404.0022,C9H14N2O12P2,405.0094789,422.0360189,426.9914189
Xanthurenic acid,FBZONXHGGPHHIY-UHFFFAOYSA-N,MSMLS 18,205.03751,C10H7NO4,206.0447887,223.0713287,228.0267287
"3,5-Diiodo-L-Tyrosine",NYPYHUZRZVSYKL-UHFFFAOYSA-N,MSMLS 19,432.86719,C9H9I2NO3,433.874468,450.901008,455.856408
3-Hydroxybenzyl Alcohol,OKVJCVWFVRATSG-UHFFFAOYSA-N,MSMLS 19,124.05243,C7H8O2,125.0597105,142.0862505,147.0416505
4-Aminobenzoic acid,ALYNCZNDIQEVRV-UHFFFAOYSA-N,MSMLS 19,137.04768,C7H7NO2,138.0549595,155.0814995,160.0368995
5-Valerolactone,OZJPLYNZGCXSJM-UHFFFAOYSA-N,MSMLS 19,100.05243,C5H8O2,101.0597105,118.0862505,123.0416505
Acetoin,ROWKJAVDOGWPAT-UHFFFAOYSA-N,MSMLS 19,88.05243,C4H8O2,89.0597105,106.0862505,111.0416505
Aniline,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,MSMLS 19,93.05785,C6H7N,94.06513023,111.0916702,116.0470702
Beta-Alanine,UCMIRNVEIXFBKS-UHFFFAOYSA-N,MSMLS 19,89.04768,C3H7NO2,90.05495947,107.0814995,112.0368995
Bilirubin,BPYKTIZUTYGOLE-IFADSCNNSA-N,MSMLS 19,584.26348,C33H36N4O6,585.2707659,602.2973059,607.2527059
Caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,MSMLS 19,180.04226,C9H8O4,181.0495397,198.0760797,203.0314797
Glutaric acid,JFCQEDHGNNZCLN-UHFFFAOYSA-N,MSMLS 19,132.04226,C5H8O4,133.0495397,150.0760797,155.0314797
Kynurenic acid,HCZHHEIFKROPDY-UHFFFAOYSA-N,MSMLS 19,189.04259,C10H7NO3,190.0498741,207.0764141,212.0318141
Lumichrome,ZJTJUVIJVLLGSP-UHFFFAOYSA-N,MSMLS 19,242.08038,C12H10N4O2,243.0876566,260.1141966,265.0695966
Mandelic acid,IWYDHOAUDWTVEP-ZETCQYMHSA-N,MSMLS 19,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
N-Acetylphenylalanine,CBQJSKKFNMDLON-JTQLQIEISA-N,MSMLS 19,207.08954,C11H13NO3,208.0968243,225.1233643,230.0787643
N-Acetylproline,GNMSLDIYJOSUSW-UHFFFAOYSA-M,MSMLS 19,156.06662,C7H10NO3,157.0733492,174.0998892,179.0552892
Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,MSMLS 19,162.1157,C10H14N2,163.1229795,180.1495195,185.1049195
Pentanoic acid,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,MSMLS 19,102.06808,C5H10O2,103.0753606,120.1019006,125.0573006
Pregnenolone Sulfate,DIJBBUIOWGGQOP-QGVNFLHTSA-N,MSMLS 19,396.19705,C21H32O5S,397.2043263,414.2308663,419.1862663
Propanoic acid,XBDQKXXYIPTUBI-UHFFFAOYSA-N,MSMLS 19,74.03678,C3H6O2,75.04406043,92.07060043,97.02600043
Tryptamine,APJYDQYYACXCRM-UHFFFAOYSA-N,MSMLS 19,160.10005,C10H12N2,161.1073294,178.1338694,183.0892694
2-Phosphoglyceric acid,GXIURPTVHJPJLF-UHFFFAOYSA-N,MSMLS 2,185.99294,C3H7O7P,187.0002206,204.0267606,208.9821606
Ascorbic acid,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,MSMLS 2,176.03209,C6H8O6,177.039369,194.065909,199.021309
Creatinine,DDRJAANPRJIHGJ-UHFFFAOYSA-N,MSMLS 2,113.05891,C4H7N3O,114.0661929,131.0927329,136.0481329
Cys-Gly,ZUKPVRWZDMRIEO-VKHMYHEASA-N,MSMLS 2,178.04121,C5H10N2O3S,179.0484944,196.0750344,201.0304344
Cytosine,OPTASPLRGRRNAP-UHFFFAOYSA-N,MSMLS 2,111.04326,C4H5N3O,112.0505428,129.0770828,134.0324828
Formamide,ZHNUHDYFZUAESO-UHFFFAOYSA-N,MSMLS 2,45.02146,CH3NO,46.02874472,63.05528472,68.01068472
Gamma-Aminobutyric acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,MSMLS 2,103.06333,C4H9NO2,104.0706095,121.0971495,126.0525495
Glycine,DHMQDGOQFOQNFH-UHFFFAOYSA-N,MSMLS 2,75.03203,C2H5NO2,76.0393094,93.0658494,98.0212494
Glycolic acid,AEMRFAOFKBGASW-UHFFFAOYSA-N,MSMLS 2,76.01604,C2H4O3,77.02332499,94.04986499,99.00526499
Gulose,WQZGKKKJIJFFOK-QRXFDPRISA-N,MSMLS 2,180.06339,C6H12O6,181.0706691,198.0972091,203.0526091
Isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,MSMLS 2,131.09463,C6H13NO2,132.1019097,149.1284497,154.0838497
Methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,MSMLS 2,149.05105,C5H11NO2S,150.0583308,167.0848708,172.0402708
Methylthioadenosine (5′-Deoxy-5′-(Methylthio)Adenosine),WUUGFSXJNOTRMR-IOSLPCCCSA-N,MSMLS 2,297.08956,C11H15N5O3S,298.0968415,315.1233815,320.0787815
N-Acetylglucosamine,OVRNDRQMDRJTHS-FMDGEEDCSA-N,MSMLS 2,221.08994,C8H15NO6,222.0972182,239.1237582,244.0791582
P-Hydroxyphenylacetic acid,XQXPVVBIMDBYFF-UHFFFAOYSA-N,MSMLS 2,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
Pyrazole,WTKZEGDFNFYCGP-UHFFFAOYSA-N,MSMLS 2,68.03745,C3H4N2,69.04472914,86.07126914,91.02666914
Quinic acid,AAWZDTNXLSGCEK-WYWMIBKRSA-N,MSMLS 2,192.06339,C7H12O6,193.0706691,210.0972091,215.0526091
Sarcosine,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,MSMLS 2,89.04768,C3H7NO2,90.05495947,107.0814995,112.0368995
Tetrahydrofolic acid,MSTNYGQPCMXVAQ-KIYNQFGBSA-N,MSMLS 2,445.17098,C19H23N7O6,446.1782625,463.2048025,468.1602025
Thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,MSMLS 2,242.09027,C10H14N2O5,243.0975526,260.1240926,265.0794926
"2,3-Dihydroxybenzoic acid",GLDQAMYCGOIJDV-UHFFFAOYSA-N,MSMLS 20,154.02661,C7H6O4,155.0338897,172.0604297,177.0158297
2-Hydroxy-4-(Methylthio)Butanoic acid,ONFOSYPQQXJWGS-UHFFFAOYSA-N,MSMLS 20,150.03507,C5H10O3S,151.0423464,168.0688864,173.0242864
2-Hydroxyphenylacetic acid,CCVYRRGZDBSHFU-UHFFFAOYSA-N,MSMLS 20,152.04734,C8H8O3,153.0546251,170.0811651,175.0365651
2-Propenoic acid,NIXOWILDQLNWCW-UHFFFAOYSA-N,MSMLS 20,72.02113,C3H4O2,73.02841037,90.05495037,95.01035037
3-Amino-5-Hydroxybenzoic acid,QPEJHSFTZVMSJH-UHFFFAOYSA-N,MSMLS 20,153.04259,C7H7NO3,154.0498741,171.0764141,176.0318141
Benzoic acid,WPYMKLBDIGXBTP-UHFFFAOYSA-M,MSMLS 20,121.0295,C7H5O2,122.0362354,139.0627754,144.0181754
Cyclopentanone,BGTOWKSIORTVQH-UHFFFAOYSA-N,MSMLS 20,84.05751,C5H8O,85.06479588,102.0913359,107.0467359
Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,MSMLS 20,194.05791,C10H10O4,195.0651898,212.0917298,217.0471298
Glycochenodeoxycholic acid,AAYACJGHNRIFCT-UHFFFAOYSA-M,MSMLS 20,471.29607,C26H42NNaO5,472.3033487,489.3298887,494.2852887
Glycocholic acid,RFDAIACWWDREDC-FRVQLJSFSA-N,MSMLS 20,465.30904,C26H43NO6,466.3163191,483.3428591,488.2982591
Guaiacol,LHGVFZTZFXWLCP-UHFFFAOYSA-N,MSMLS 20,124.05243,C7H8O2,125.0597105,142.0862505,147.0416505
Indole-3-Ethanol,MBBOMCVGYCRMEA-UHFFFAOYSA-N,MSMLS 20,161.08406,C10H11NO,162.091345,179.117885,184.073285
L-Tryptophanamide,WOBDANBSEWOYKN-FVGYRXGTSA-N,MSMLS 20,239.08254,C11H14ClN3O,240.0898208,257.1163608,262.0717608
N-Methyltryptamine,NCIKQJBVUNUXLW-UHFFFAOYSA-N,MSMLS 20,174.1157,C11H14N2,175.1229795,192.1495195,197.1049195
Oxaloacetic acid,KHPXUQMNIQBQEV-UHFFFAOYSA-N,MSMLS 20,132.00587,C4H4O5,133.0131542,150.0396942,154.9950942
Pantolactone,SERHXTVXHNVDKA-BYPYZUCNSA-N,MSMLS 20,130.06299,C6H10O3,131.0702752,148.0968152,153.0522152
Phenol,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,MSMLS 20,94.04186,C6H6O,95.04914581,112.0756858,117.0310858
2-Amino-1-Phenylethanol,ULSIYEODSMZIPX-UHFFFAOYSA-N,MSMLS 20,137.08406,C8H11NO,138.091345,155.117885,160.073285
